chembl_id	molregno	target_kinase	canonical_smiles	scaffold_smile	similarity_smiles	standard_value	standard_type	pchembl_value	compound_name
CHEMBL1934503	1271972	Serine/threonine-protein kinase B-raf	C[C@H](CO)Nc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1	c1ccc(-c2ncnc3sccc23)cc1	0.10714285714285714	67.0	IC50	7.17	
CHEMBL1934503	1271972	Serine/threonine-protein kinase B-raf	C[C@H](CO)Nc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1	c1ccc(-c2ncnc3sccc23)cc1	0.10714285714285714	3820.0	IC50	5.42	
CHEMBL1934505	1271974	Serine/threonine-protein kinase B-raf	C[C@H](CO)Oc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1	c1ccc(-c2ncnc3sccc23)cc1	0.10714285714285714	50.0	IC50	7.3	
CHEMBL1934505	1271974	Serine/threonine-protein kinase B-raf	C[C@H](CO)Oc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1	c1ccc(-c2ncnc3sccc23)cc1	0.10714285714285714	6880.0	IC50	5.16	
CHEMBL1934506	1271975	Serine/threonine-protein kinase B-raf	C[C@H](CO)Cc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1	c1ccc(-c2ncnc3sccc23)cc1	0.10714285714285714	219.0	IC50	6.66	
CHEMBL1934506	1271975	Serine/threonine-protein kinase B-raf	C[C@H](CO)Cc1nc(-c2ccc(Cl)c(Cl)c2)c2c(N)c(C(N)=O)sc2n1	c1ccc(-c2ncnc3sccc23)cc1	0.10714285714285714	14500.0	IC50	4.84	
CHEMBL1934642	1272113	Serine/threonine-protein kinase B-raf	CC(=O)Nc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1	c1ccc(-c2nc(NC3CC3)nc3sccc23)cc1	0.10227272727272728	2450.0	IC50	5.61	
CHEMBL1934642	1272113	Serine/threonine-protein kinase B-raf	CC(=O)Nc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1	c1ccc(-c2nc(NC3CC3)nc3sccc23)cc1	0.10227272727272728	3130.0	IC50	5.5	
CHEMBL1934643	1272114	Serine/threonine-protein kinase B-raf	CCNC(=O)Nc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1	c1ccc(-c2nc(NC3CC3)nc3sccc23)cc1	0.10752688172043011	4730.0	IC50	5.33	
CHEMBL1934643	1272114	Serine/threonine-protein kinase B-raf	CCNC(=O)Nc1cccc(-c2nc(NC3CC3)nc3sc(C(N)=O)c(N)c23)c1	c1ccc(-c2nc(NC3CC3)nc3sccc23)cc1	0.10752688172043011	30000.0	IC50		
CHEMBL1934651	1272122	Serine/threonine-protein kinase B-raf	COc1cncc(-c2nc(N[C@H](C)CO)nc3sc(C(N)=O)c(N)c23)c1	c1cncc(-c2ncnc3sccc23)c1	0.10588235294117647	40.0	IC50	7.4	
CHEMBL1934651	1272122	Serine/threonine-protein kinase B-raf	COc1cncc(-c2nc(N[C@H](C)CO)nc3sc(C(N)=O)c(N)c23)c1	c1cncc(-c2ncnc3sccc23)c1	0.10588235294117647	2510.0	IC50	5.6	
CHEMBL193551	326155	Inhibitor of nuclear factor kappa B kinase beta subunit	CS(=O)(=O)Nc1cccc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)c1	C(#Cc1cccs1)c1ccccc1	0.1111111111111111	454.0	IC50	6.34	
CHEMBL193939	326053	Inhibitor of nuclear factor kappa B kinase beta subunit	NC(=O)Nc1sc(C#Cc2ccccc2F)cc1C(N)=O	C(#Cc1cccs1)c1ccccc1	0.1267605633802817	620.0	IC50	6.21	
CHEMBL194110	326159	Inhibitor of nuclear factor kappa B kinase beta subunit	NC(=O)Nc1sc(C#CC2CC2)cc1C(N)=O	C(#CC1CC1)c1cccs1	0.15254237288135594	263.03	IC50	6.58	
CHEMBL194110	326159	Inhibitor of nuclear factor kappa B kinase beta subunit	NC(=O)Nc1sc(C#CC2CC2)cc1C(N)=O	C(#CC1CC1)c1cccs1	0.15254237288135594	273.0	IC50	6.56	
CHEMBL1945663	1277041	Urokinase-type plasminogen activator	O=C(O)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1	O=C(Nc1ccccc1)c1ccc2ccccc2c1	0.1038961038961039	62000.0	IC50		
CHEMBL1945664	1277042	Urokinase-type plasminogen activator	NC(=O)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1	O=C(Nc1ccccc1)c1ccc2ccccc2c1	0.1038961038961039	15000.0	IC50	4.82	
CHEMBL1945666	1277044	Urokinase-type plasminogen activator	NCc1ccc(NC(=O)c2ccc3cc(C(N)=O)ccc3c2)cc1	O=C(Nc1ccccc1)c1ccc2ccccc2c1	0.125	45000.0	IC50	4.35	
CHEMBL194835	330730	Tyrosine-protein kinase SRC	CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	c1ccccc1	0.11504424778761062	100000.0	IC50		
CHEMBL194941	326447	Inhibitor of nuclear factor kappa B kinase beta subunit	NC(=O)Nc1sc(C#Cc2ccsc2)cc1C(N)=O	C(#Cc1cccs1)c1ccsc1	0.13636363636363635	416.87	IC50	6.38	
CHEMBL194941	326447	Inhibitor of nuclear factor kappa B kinase beta subunit	NC(=O)Nc1sc(C#Cc2ccsc2)cc1C(N)=O	C(#Cc1cccs1)c1ccsc1	0.13636363636363635	420.0	IC50	6.38	
CHEMBL1957090	1282618	Glycogen synthase kinase-3 beta	NC(=O)c1cccc(-c2ocnc2C(=O)NCc2ccncc2)c1	O=C(NCc1ccncc1)c1ncoc1-c1ccccc1	0.10975609756097561	7943.28	IC50	5.1	
CHEMBL195780	326118	Inhibitor of nuclear factor kappa B kinase beta subunit	CCC(O)c1cc(C#Cc2cc(C(N)=O)c(NC(N)=O)s2)cs1	C(#Cc1cccs1)c1ccsc1	0.1643835616438356	465.0	IC50	6.33	
CHEMBL1962500	1284211	Urokinase-type plasminogen activator	N=C(N)NC(=O)c1nc(-c2ccccc2)c(N)nc1N	c1ccc(-c2cnccn2)cc1	0.1	2498.0	Ki	5.6	
CHEMBL1962712	1284423	Urokinase-type plasminogen activator	N=C(N)NC(=O)c1nc(Cl)c(NCC(=O)O)nc1N	c1cnccn1	0.2	17000.0	IC50	4.77	
CHEMBL1965131	1286422	3-phosphoinositide dependent protein kinase-1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki		
CHEMBL1965131	1286422	ALK tyrosine kinase receptor	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki		
CHEMBL1965131	1286422	AMP-activated protein kinase, alpha-1 subunit	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki	5.8	
CHEMBL1965131	1286422	BR serine/threonine-protein kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki	5.4	
CHEMBL1965131	1286422	CaM kinase I alpha	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki		
CHEMBL1965131	1286422	CaM kinase II beta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1000.0	Ki	6.0	
CHEMBL1965131	1286422	CaM kinase II delta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3162.28	Ki	5.5	
CHEMBL1965131	1286422	CaM kinase II gamma	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	2511.89	Ki	5.6	
CHEMBL1965131	1286422	cAMP-dependent protein kinase alpha-catalytic subunit	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3162.28	Ki	5.5	
CHEMBL1965131	1286422	Casein kinase I alpha	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	6309.57	Ki	5.2	
CHEMBL1965131	1286422	Casein kinase I delta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki	5.9	
CHEMBL1965131	1286422	Casein kinase I gamma 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	6309.57	Ki		
CHEMBL1965131	1286422	Casein kinase I gamma 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Casein kinase II alpha	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	2511.89	Ki	5.6	
CHEMBL1965131	1286422	Casein kinase I isoform gamma-3	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	6309.57	Ki		
CHEMBL1965131	1286422	Cell division cycle 2-like protein kinase 6	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	100000.0	Ki		
CHEMBL1965131	1286422	Cell division cycle 7-related protein kinase	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	630.96	Ki	6.2	
CHEMBL1965131	1286422	cGMP-dependent protein kinase 1 beta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	316.23	Ki	6.5	
CHEMBL1965131	1286422	cGMP-dependent protein kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	c-Jun N-terminal kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3162.28	Ki		
CHEMBL1965131	1286422	c-Jun N-terminal kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki		
CHEMBL1965131	1286422	Cyclin-dependent kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1000.0	Ki	6.0	
CHEMBL1965131	1286422	Cyclin-dependent kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1995.26	Ki	5.7	
CHEMBL1965131	1286422	Cyclin-dependent kinase 5	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki	5.4	
CHEMBL1965131	1286422	Death-associated protein kinase 3	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki		
CHEMBL1965131	1286422	Dual specificity protein kinase CLK2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	630.96	Ki	6.2	
CHEMBL1965131	1286422	Dual specificity protein kinase CLK4	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	100.0	Ki	7.0	
CHEMBL1965131	1286422	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	199.53	Ki	6.7	
CHEMBL1965131	1286422	Dual-specificity tyrosine-phosphorylation regulated kinase 3	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3162.28	Ki	5.5	
CHEMBL1965131	1286422	Dual specificity tyrosine-phosphorylation-regulated kinase 4	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Focal adhesion kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	Glycogen synthase kinase-3 beta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki	5.4	
CHEMBL1965131	1286422	Homeodomain-interacting protein kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	199.53	Ki	6.7	
CHEMBL1965131	1286422	Homeodomain-interacting protein kinase 4	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki	5.3	
CHEMBL1965131	1286422	Interleukin-1 receptor-associated kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki	5.3	
CHEMBL1965131	1286422	LIM domain kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	2511.89	Ki	5.6	
CHEMBL1965131	1286422	MAP kinase-activated protein kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	MAP kinase-activated protein kinase 3	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	10000.0	Ki		
CHEMBL1965131	1286422	MAP kinase-activated protein kinase 5	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	MAP kinase ERK2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	MAP kinase p38 delta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	MAP kinase p38 gamma	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	6309.57	Ki		
CHEMBL1965131	1286422	MAP kinase signal-integrating kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	2511.89	Ki	5.6	
CHEMBL1965131	1286422	MAP/microtubule affinity-regulating kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Maternal embryonic leucine zipper kinase	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	Misshapen-like kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3162.28	Ki	5.5	
CHEMBL1965131	1286422	Mitogen-activated protein kinase kinase kinase kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki	5.9	
CHEMBL1965131	1286422	Mitogen-activated protein kinase kinase kinase kinase 4	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki	5.9	
CHEMBL1965131	1286422	Mitogen-activated protein kinase kinase kinase kinase 5	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki	5.4	
CHEMBL1965131	1286422	Mixed lineage kinase 7	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Neurotrophic tyrosine kinase receptor type 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki		
CHEMBL1965131	1286422	PDZ-binding kinase	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	501.19	Ki	6.3	
CHEMBL1965131	1286422	Phosphorylase kinase gamma subunit 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki		
CHEMBL1965131	1286422	Protein kinase C delta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki	5.3	
CHEMBL1965131	1286422	Protein kinase C gamma	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Protein kinase C iota	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki		
CHEMBL1965131	1286422	Protein kinase C nu	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1000.0	Ki	6.0	
CHEMBL1965131	1286422	Protein kinase C zeta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Protein kinase N2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	794.33	Ki	6.1	
CHEMBL1965131	1286422	Protein tyrosine kinase 2 beta	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	Proto-oncogene tyrosine-protein kinase ROS	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	630.96	Ki	6.2	
CHEMBL1965131	1286422	Receptor protein-tyrosine kinase erbB-2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	Receptor protein-tyrosine kinase erbB-4	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki		
CHEMBL1965131	1286422	Rho-associated protein kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki	5.9	
CHEMBL1965131	1286422	Rho-associated protein kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	251.19	Ki	6.6	
CHEMBL1965131	1286422	Ribosomal protein S6 kinase 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1258.93	Ki	5.9	
CHEMBL1965131	1286422	Ribosomal protein S6 kinase alpha 3	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Ribosomal protein S6 kinase alpha 5	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1995.26	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase 17A	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	251.19	Ki	6.6	
CHEMBL1965131	1286422	Serine/threonine-protein kinase 2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	10000.0	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase AKT	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase AKT2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase AKT3	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	10000.0	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase Aurora-A	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase Aurora-B	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	501.19	Ki	6.3	
CHEMBL1965131	1286422	Serine/threonine-protein kinase Chk1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	7943.28	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase Chk2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1584.89	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase c-TAK1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	6309.57	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase D2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1995.26	Ki	5.7	
CHEMBL1965131	1286422	Serine/threonine-protein kinase DCLK1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	10000.0	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase EEF2K	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	3981.07	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase MRCK-A	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	10000.0	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase MST2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki	5.3	
CHEMBL1965131	1286422	Serine/threonine-protein kinase NEK2	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	10000.0	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase Nek4	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	6309.57	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase PAK 1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	10000.0	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase PAK 4	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	5011.87	Ki		
CHEMBL1965131	1286422	Serine/threonine-protein kinase PIM1	Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1	O=C(Nc1csc2ccccc12)c1ccccc1	0.1	1000.0	Ki	6.0	
